#name,startNode,endNode,backname,mode,fiberType,length,measuredLossC,fixFiberMargin,measuredDispersionLambdaRefC,measuredDispersionSlopeC,measuredPmd,lossesToNode,lossesFromNode,deltaRamanGain,estimatedLossC,estimatedDispersionLambdaRefC,estimatedDispersionSlopeC,estimatedPmd,sharedRiskLinkGroup,startNodeType,endNodeType,startSiteLatitudeDeg,startSiteLatitudeMin,startSiteLatitudeSec,startSiteLongitudeDeg,startSiteLongitudeMin,startSiteLongitudeSec,endSiteLatitudeDeg,endSiteLatitudeMin,endSiteLatitudeSec,endSiteLongitudeDeg,endSiteLongitudeMin,endSiteLongitudeSec,startNode.version,endNode.version,startNode.systemType,endNode.systemType,dhcpPoolDomainName,subNetNameSource,subNetDescriptionSource,subNetAreaScaleSource,subNetAreaHeightSource,subNetAreaWidthSource,subNetLatitudeSource,subNetLongitudeSource,subNetIconLatitudeSource,subNetIconLongitudeSource,subNetNameTarget,subNetDescriptionTarget,subNetAreaScaleTarget,subNetAreaHeightTarget,subNetAreaWidthTarget,subNetLatitudeTarget,subNetLongitudeTarget,subNetIconLatitudeTarget,subNetIconLongitudeTarget
F0128,TR6,S0037-100,F0127,Measured,SSMF_Telefonica,38.44,8.4568,0,634.26,0.057,0.464999999,1,1,0,8.4568,634.26,0.057,0.464999999,,ONN-X96,OLR,40,40,23,0,9,18,41,3,23,0,44,57,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0131,S0038-100,TR6,F0132,Measured,SSMF_Telefonica,72.69,15.9918,0,1199.385,0.057,0.63943823,1,1,0,15.9918,1199.385,0.057,0.63943823,,OLR,ONN-X96,41,9,28,0,34,58,40,40,23,0,9,18,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0132,TR6,S0038-100,F0131,Measured,SSMF_Telefonica,72.69,15.9918,0,1199.385,0.057,0.63943823,1,1,0,15.9918,1199.385,0.057,0.63943823,,ONN-X96,OLR,40,40,23,0,9,18,41,9,28,0,34,58,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0135,S0039-100,TR6,F0136,Measured,SSMF_Telefonica,65.42,14.3924,0,1079.43,0.057,0.606619732,1,1,0,14.3924,1079.43,0.057,0.606619732,,OLR,ONN-X96,41,7,19,0,-24,-58,40,40,23,0,9,18,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0136,TR6,S0039-100,F0135,Measured,SSMF_Telefonica,65.42,14.3924,0,1079.43,0.057,0.606619732,1,1,0,14.3924,1079.43,0.057,0.606619732,,ONN-X96,OLR,40,40,23,0,9,18,41,7,19,0,-24,-58,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0137,S0040-100,TR6,F0138,Measured,SSMF_Telefonica,68.18,14.9996,0,1124.97,0.057,0.61928386,1,1,0,14.9996,1124.97,0.057,0.61928386,,OLR,ONN-X96,40,42,54,0,-39,-13,40,40,23,0,9,18,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0138,TR6,S0040-100,F0137,Measured,SSMF_Telefonica,68.18,14.9996,0,1124.97,0.057,0.61928386,1,1,0,14.9996,1124.97,0.057,0.61928386,,ONN-X96,OLR,40,40,23,0,9,18,40,42,54,0,-39,-13,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0141,TR6,S0041-100,F0142,Measured,SSMF_Telefonica,63.32,13.9304,0,1044.78,0.057,0.596803987,1,1,0,13.9304,1044.78,0.057,0.596803987,,ONN-X96,OLR,40,40,23,0,9,18,40,23,3,0,-21,-38,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0142,S0041-100,TR6,F0141,Measured,SSMF_Telefonica,63.32,13.9304,0,1044.78,0.057,0.596803987,1,1,0,13.9304,1044.78,0.057,0.596803987,,OLR,ONN-X96,40,23,3,0,-21,-38,40,40,23,0,9,18,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0093,S0028-100,F16-1,F0094,Measured,SSMF_Telefonica,62.56,13.7632,0,1032.24,0.057,0.593211597,1,1,0,13.7632,1032.24,0.057,0.593211597,,OLR,ONN-X96,41,30,10,-1,-34,-21,41,39,3,0,-53,-29,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0094,F16-1,S0028-100,F0093,Measured,SSMF_Telefonica,62.56,13.7632,0,1032.24,0.057,0.593211597,1,1,0,13.7632,1032.24,0.057,0.593211597,,ONN-X96,OLR,41,39,3,0,-53,-29,41,30,10,-1,-34,-21,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0105,S0031-100,F16-1,F0106,Measured,SSMF_Telefonica,79.63,17.5186,0,1313.895,0.057,0.669267323,1,1,0,17.5186,1313.895,0.057,0.669267323,,OLR,ONN-X96,41,58,32,-1,-27,-13,41,39,3,0,-53,-29,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0106,F16-1,S0031-100,F0105,Measured,SSMF_Telefonica,79.63,17.5186,0,1313.895,0.057,0.669267323,1,1,0,17.5186,1313.895,0.057,0.669267323,,ONN-X96,OLR,41,39,3,0,-53,-29,41,58,32,-1,-27,-13,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0119,F16-1,S0035-100,F0120,Measured,SSMF_Telefonica,71.44,15.7168,0,1178.76,0.057,0.633916398,1,1,0,15.7168,1178.76,0.057,0.633916398,,ONN-X96,OLR,41,39,3,0,-53,-29,42,0,18,0,-2,-38,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0120,S0035-100,F16-1,F0119,Measured,SSMF_Telefonica,71.44,15.7168,0,1178.76,0.057,0.633916398,1,1,0,15.7168,1178.76,0.057,0.633916398,,OLR,ONN-X96,42,0,18,0,-2,-38,41,39,3,0,-53,-29,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0133,F16-1,S0039-100,F0134,Measured,SSMF_Telefonica,63.58,13.9876,0,1049.07,0.057,0.598028009,1,1,0,13.9876,1049.07,0.057,0.598028009,,ONN-X96,OLR,41,39,3,0,-53,-29,41,7,19,0,-24,-58,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0134,S0039-100,F16-1,F0133,Measured,SSMF_Telefonica,63.58,13.9876,0,1049.07,0.057,0.598028009,1,1,0,13.9876,1049.07,0.057,0.598028009,,OLR,ONN-X96,41,7,19,0,-24,-58,41,39,3,0,-53,-29,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0035,S0007-100,TR12,F0036,Measured,SSMF_Telefonica,90.3,19.866,0,1489.95,0.057,0.712697341,1,1,0,19.866,1489.95,0.057,0.712697341,,OLR,ONN-X96,41,53,14,-6,-12,-50,41,18,24,-5,-36,-43,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0036,TR12,S0007-100,F0035,Measured,SSMF_Telefonica,90.3,19.866,0,1489.95,0.057,0.712697341,1,1,0,19.866,1489.95,0.057,0.712697341,,ONN-X96,OLR,41,18,24,-5,-36,-43,41,53,14,-6,-12,-50,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0043,TR12,S0010-100,F0044,Measured,SSMF_Telefonica,57.9,12.738,0,955.35,0.057,0.570690371,1,1,0,12.738,955.35,0.057,0.570690371,,ONN-X96,OLR,41,18,24,-5,-36,-43,40,47,35,-4,-44,-27,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0044,S0010-100,TR12,F0043,Measured,SSMF_Telefonica,57.9,12.738,0,955.35,0.057,0.570690371,1,1,0,12.738,955.35,0.057,0.570690371,,OLR,ONN-X96,40,47,35,-4,-44,-27,41,18,24,-5,-36,-43,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0047,TR12,S0011-100,F0048,Measured,SSMF_Telefonica,61.3,13.486,0,1011.45,0.057,0.587207373,1,1,0,13.486,1011.45,0.057,0.587207373,,ONN-X96,OLR,41,18,24,-5,-36,-43,40,31,43,-5,-28,-10,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0048,S0011-100,TR12,F0047,Measured,SSMF_Telefonica,61.3,13.486,0,1011.45,0.057,0.587207373,1,1,0,13.486,1011.45,0.057,0.587207373,,OLR,ONN-X96,40,31,43,-5,-28,-10,41,18,24,-5,-36,-43,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0051,TR12,S0012-100,F0052,Measured,SSMF_Telefonica,92.1,20.262,0,1519.65,0.057,0.719765586,1,1,0,20.262,1519.65,0.057,0.719765586,,ONN-X96,OLR,41,18,24,-5,-36,-43,40,39,40,-5,-54,-47,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0052,S0012-100,TR12,F0051,Measured,SSMF_Telefonica,92.1,20.262,0,1519.65,0.057,0.719765586,1,1,0,20.262,1519.65,0.057,0.719765586,,OLR,ONN-X96,40,39,40,-5,-54,-47,41,18,24,-5,-36,-43,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0031,S0006-100,F6-1,F0032,Measured,SSMF_Telefonica,91.4,20.108,0,1508.1,0.057,0.717025104,1,1,0,20.108,1508.1,0.057,0.717025104,,OLR,ONN-X96,41,52,53,-4,-14,-59,41,21,16,-4,-8,-20,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0032,F6-1,S0006-100,F0031,Measured,SSMF_Telefonica,91.4,20.108,0,1508.1,0.057,0.717025104,1,1,0,20.108,1508.1,0.057,0.717025104,,ONN-X96,OLR,41,21,16,-4,-8,-20,41,52,53,-4,-14,-59,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0041,S0009-100,F6-1,F0042,Measured,SSMF_Telefonica,80.0,17.6,0,1320.0,0.057,0.670820393,1,1,0,17.6,1320.0,0.057,0.670820393,,OLR,ONN-X96,41,38,21,-5,-1,-33,41,21,16,-4,-8,-20,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0042,F6-1,S0009-100,F0041,Measured,SSMF_Telefonica,80.0,17.6,0,1320.0,0.057,0.670820393,1,1,0,17.6,1320.0,0.057,0.670820393,,ONN-X96,OLR,41,21,16,-4,-8,-20,41,38,21,-5,-1,-33,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0057,F6-1,S0018-100,F0058,Measured,SSMF_Telefonica,58.8,12.936,0,970.2,0.057,0.575108685,1,1,0,12.936,970.2,0.057,0.575108685,,ONN-X96,OLR,41,21,16,-4,-8,-20,41,6,15,-3,-37,-26,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0058,S0018-100,F6-1,F0057,Measured,SSMF_Telefonica,58.8,12.936,0,970.2,0.057,0.575108685,1,1,0,12.936,970.2,0.057,0.575108685,,OLR,ONN-X96,41,6,15,-3,-37,-26,41,21,16,-4,-8,-20,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0063,S0019-100,F6-1,F0064,Measured,SSMF_Telefonica,34.18,7.5196,0,563.97,0.057,0.438477479,1,1,0,7.5196,563.97,0.057,0.438477479,,OLR,ONN-X96,41,24,49,-3,-22,-42,41,21,16,-4,-8,-20,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0064,F6-1,S0019-100,F0063,Measured,SSMF_Telefonica,34.18,7.5196,0,563.97,0.057,0.438477479,1,1,0,7.5196,563.97,0.057,0.438477479,,ONN-X96,OLR,41,21,16,-4,-8,-20,41,24,49,-3,-22,-42,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0065,F6-1,S0020-100,F0066,Measured,SSMF_Telefonica,62.57,13.7654,0,1032.405,0.057,0.593259007,1,1,0,13.7654,1032.405,0.057,0.593259007,,ONN-X96,OLR,41,21,16,-4,-8,-20,42,24,56,-3,-24,-8,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0066,S0020-100,F6-1,F0065,Measured,SSMF_Telefonica,62.57,13.7654,0,1032.405,0.057,0.593259007,1,1,0,13.7654,1032.405,0.057,0.593259007,,OLR,ONN-X96,42,24,56,-3,-24,-8,41,21,16,-4,-8,-20,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0061,S0019-100,F10-1,F0062,Measured,SSMF_Telefonica,67.8,14.916,0,1118.7,0.057,0.617555665,1,1,0,14.916,1118.7,0.057,0.617555665,,OLR,ONN-X96,41,24,49,-3,-22,-42,41,22,41,-2,-13,-19,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0062,F10-1,S0019-100,F0061,Measured,SSMF_Telefonica,67.8,14.916,0,1118.7,0.057,0.617555665,1,1,0,14.916,1118.7,0.057,0.617555665,,ONN-X96,OLR,41,22,41,-2,-13,-19,41,24,49,-3,-22,-42,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0087,F10-1,S0027-100,F0088,Measured,SSMF_Telefonica,60.1,13.222,0,991.65,0.057,0.581431423,1,1,0,13.222,991.65,0.057,0.581431423,,ONN-X96,OLR,41,22,41,-2,-13,-19,41,56,25,-2,-7,-37,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0088,S0027-100,F10-1,F0087,Measured,SSMF_Telefonica,60.1,13.222,0,991.65,0.057,0.581431423,1,1,0,13.222,991.65,0.057,0.581431423,,OLR,ONN-X96,41,56,25,-2,-7,-37,41,22,41,-2,-13,-19,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0091,F10-1,S0028-100,F0092,Measured,SSMF_Telefonica,63.44,13.9568,0,1046.76,0.057,0.597369232,1,1,0,13.9568,1046.76,0.057,0.597369232,,ONN-X96,OLR,41,22,41,-2,-13,-19,41,30,10,-1,-34,-21,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0092,S0028-100,F10-1,F0091,Measured,SSMF_Telefonica,63.44,13.9568,0,1046.76,0.057,0.597369232,1,1,0,13.9568,1046.76,0.057,0.597369232,,OLR,ONN-X96,41,30,10,-1,-34,-21,41,22,41,-2,-13,-19,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0149,S0025-100,F10-1,F0150,Measured,SSMF_Telefonica,45.8,10.076,0,755.7,0.057,0.507567729,1,1,0,10.076,755.7,0.057,0.507567729,,OLR,ONN-X96,41,6,58,-2,-33,-17,41,22,41,-2,-13,-19,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0150,F10-1,S0025-100,F0149,Measured,SSMF_Telefonica,45.8,10.076,0,755.7,0.057,0.507567729,1,1,0,10.076,755.7,0.057,0.507567729,,ONN-X96,OLR,41,22,41,-2,-13,-19,41,6,58,-2,-33,-17,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0045,S0010-100,TR1,F0046,Measured,SSMF_Telefonica,85.1,18.722,0,1404.15,0.057,0.691872459,1,1,0,18.722,1404.15,0.057,0.691872459,,OLR,ONN-X96,40,47,35,-4,-44,-27,40,25,56,-3,-39,-49,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0046,TR1,S0010-100,F0045,Measured,SSMF_Telefonica,85.1,18.722,0,1404.15,0.057,0.691872459,1,1,0,18.722,1404.15,0.057,0.691872459,,ONN-X96,OLR,40,25,56,-3,-39,-49,40,47,35,-4,-44,-27,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0069,F7-1,TR1,F0070,Measured,SSMF_Telefonica,52.0,11.44,0,858.0,0.057,0.540832691,1,1,0,11.44,858.0,0.057,0.540832691,,ONN-X96,ONN-X96,40,8,54,-3,-16,-31,40,25,56,-3,-39,-49,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0070,TR1,F7-1,F0069,Measured,SSMF_Telefonica,52.0,11.44,0,858.0,0.057,0.540832691,1,1,0,11.44,858.0,0.057,0.540832691,,ONN-X96,ONN-X96,40,25,56,-3,-39,-49,40,8,54,-3,-16,-31,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0083,TR1,S0024-100,F0084,Measured,SSMF_Telefonica,63.42,13.9524,0,1046.43,0.057,0.597275062,1,1,0,13.9524,1046.43,0.057,0.597275062,,ONN-X96,OLR,40,25,56,-3,-39,-49,40,45,25,-3,-33,-38,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0084,S0024-100,TR1,F0083,Measured,SSMF_Telefonica,63.42,13.9524,0,1046.43,0.057,0.597275062,1,1,0,13.9524,1046.43,0.057,0.597275062,,OLR,ONN-X96,40,45,25,-3,-33,-38,40,25,56,-3,-39,-49,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0059,S0018-100,TR2,F0060,Measured,SSMF_Telefonica,55.2,12.144,0,910.8,0.057,0.557225268,1,1,0,12.144,910.8,0.057,0.557225268,,OLR,ONN-X96,41,6,15,-3,-37,-26,40,50,6,-2,-57,-59,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0060,TR2,S0018-100,F0059,Measured,SSMF_Telefonica,55.2,12.144,0,910.8,0.057,0.557225268,1,1,0,12.144,910.8,0.057,0.557225268,,ONN-X96,OLR,40,50,6,-2,-57,-59,41,6,15,-3,-37,-26,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0073,S0021-100,TR2,F0074,Measured,SSMF_Telefonica,30.96,6.8112,0,510.84,0.057,0.417312832,1,1,0,6.8112,510.84,0.057,0.417312832,,OLR,ONN-X96,40,27,1,-2,-39,-27,40,50,6,-2,-57,-59,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0074,TR2,S0021-100,F0073,Measured,SSMF_Telefonica,30.96,6.8112,0,510.84,0.057,0.417312832,1,1,0,6.8112,510.84,0.057,0.417312832,,ONN-X96,OLR,40,50,6,-2,-57,-59,40,27,1,-2,-39,-27,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0085,S0024-100,TR2,F0086,Measured,SSMF_Telefonica,35.58,7.8276,0,587.07,0.057,0.447367298,1,1,0,7.827599999,587.07,0.057,0.447367298,,OLR,ONN-X96,40,45,25,-3,-33,-38,40,50,6,-2,-57,-59,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0086,TR2,S0024-100,F0085,Measured,SSMF_Telefonica,35.58,7.8276,0,587.07,0.057,0.447367298,1,1,0,7.827599999,587.07,0.057,0.447367298,,ONN-X96,OLR,40,50,6,-2,-57,-59,40,45,25,-3,-33,-38,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0147,TR2,S0025-100,F0148,Measured,SSMF_Telefonica,61.2,13.464,0,1009.8,0.057,0.586728216,1,1,0,13.464,1009.8,0.057,0.586728216,,ONN-X96,OLR,40,50,6,-2,-57,-59,41,6,58,-2,-33,-17,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0148,S0025-100,TR2,F0147,Measured,SSMF_Telefonica,61.2,13.464,0,1009.8,0.057,0.586728216,1,1,0,13.464,1009.8,0.057,0.586728216,,OLR,ONN-X96,41,6,58,-2,-33,-17,40,50,6,-2,-57,-59,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0151,TR2,S0026-100,F0152,Measured,SSMF_Telefonica,60.74,13.3628,0,1002.21,0.057,0.584519033,1,1,0,13.3628,1002.21,0.057,0.584519033,,ONN-X96,OLR,40,50,6,-2,-57,-59,40,43,37,-2,-11,-54,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0152,S0026-100,TR2,F0151,Measured,SSMF_Telefonica,60.74,13.3628,0,1002.21,0.057,0.584519033,1,1,0,13.3628,1002.21,0.057,0.584519033,,OLR,ONN-X96,40,43,37,-2,-11,-54,40,50,6,-2,-57,-59,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0139,S0040-100,F18-1,F0140,Measured,SSMF_Telefonica,71.82,15.8004,0,1185.03,0.057,0.63560011,1,1,0,15.8004,1185.03,0.057,0.63560011,,OLR,ONN-X96,40,42,54,0,-39,-13,40,46,30,-1,-12,-58,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0140,F18-1,S0040-100,F0139,Measured,SSMF_Telefonica,71.82,15.8004,0,1185.03,0.057,0.63560011,1,1,0,15.8004,1185.03,0.057,0.63560011,,ONN-X96,OLR,40,46,30,-1,-12,-58,40,42,54,0,-39,-13,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0145,F18-1,TR5,F0146,Measured,SSMF_Telefonica,81.0,17.82,0,1336.5,0.057,0.674999999,1,1,0,17.82,1336.5,0.057,0.674999999,,ONN-X96,ONN-X96,40,46,30,-1,-12,-58,40,7,5,0,-55,-51,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
